abstract_sku,concrete_sku,product_abstract_store.store_name,product_abstract.category_key,product_abstract.category_product_order,product_abstract.is_featured,product_abstract.color_code,product_abstract.tax_set_name,product_abstract.new_from,product_abstract.new_to,product_abstract.meta_title.de_DE,product_abstract.meta_title.en_US,product_abstract.meta_description.de_DE,product_abstract.meta_description.en_US,product_abstract.meta_keywords.de_DE,product_abstract.meta_keywords.en_US,product_abstract.url.de_DE,product_abstract.url.en_US,product_concrete.old_sku,product_concrete.bundled,product_concrete.is_quantity_splittable,product_concrete.is_searchable.de_DE,product_concrete.is_searchable.en_US,product.assigned_product_type,product.icecat_pdp_url,product.icecat_license,product.name.de_DE,product.name.en_US,product.description.de_DE,product.description.en_US,product.attribute_key_1,product.value_1,product.attribute_key_1.de_DE,product.value_1.de_DE,product.attribute_key_1.en_US,product.value_1.en_US,product.attribute_key_2,product.value_2,product.attribute_key_2.de_DE,product.value_2.de_DE,product.attribute_key_2.en_US,product.value_2.en_US,product.attribute_key_3,product.value_3,product.attribute_key_3.de_DE,product.value_3.de_DE,product.attribute_key_3.en_US,product.value_3.en_US,product.attribute_key_4,product.value_4,product.attribute_key_4.de_DE,product.value_4.de_DE,product.attribute_key_4.en_US,product.value_4.en_US,product.attribute_key_5,product.value_5,product.attribute_key_6,product.value_6,product.attribute_key_6.de_DE,product.value_6.de_DE,product.attribute_key_6.en_US,product.value_6.en_US,product_stock.name,product_stock.quantity,product_stock.is_never_out_of_stock,product_stock.is_bundle,product_group.group_key,product_group.position,product_price.assigned_product_type,product_price.price_type,product_price.store,product_price.currency,product_price.value_net,product_price.value_gross,product_price.price_data.volume_prices,product_image.assigned_product_type,product_image.image_set_name,product_image.external_url_large,product_image.external_url_small,product_image.locale,product_image.sort_order,product_image.product_image_key,product_image.product_image_set_key
70,070_133745032,,,,,,,,,,,,,,,,,133745032,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-i8160okabtu/smartphones-8806085027312-Samsung-Galaxy-Ace-2-GT-I8160-2-1GB-16M-13374503.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace 3,,,,,internal_storage_capacity,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,DEFAULT,AT,EUR,17594,19548,,,,,,,,,
70,070_133745032,,,,,,,,,,,,,,,,,133745032,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-i8160okabtu/smartphones-8806085027312-Samsung-Galaxy-Ace-2-GT-I8160-2-1GB-16M-13374503.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace 3,,,,,internal_storage_capacity,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,DEFAULT,AT,CHF,20233,22480,,,,,,,,,
70,070_203704322,,,,,,,,,,,,,,,,,203704322,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-s7275uwnbtu/smartphones-Samsung-Galaxy-Ace-3-GT-S7275-8GB-4G-White-20370432.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace 3,,,,,internal_storage_capacity,2.7 GB,,,,,,,,,,,,,,,,,,,,,,,,,Warehouse1,10,0,0,,,concrete,DEFAULT,DE,EUR,37918,42131,,concrete,default,https://images.icecat.biz/img/norm/high/13374503-9343.jpg,https://images.icecat.biz/img/norm/medium/13374503-9343.jpg,de_DE,0,product_image_601,
70,070_203704322,,,,,,,,,,,,,,,,,203704322,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-s7275uwnbtu/smartphones-Samsung-Galaxy-Ace-3-GT-S7275-8GB-4G-White-20370432.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace 3,,,,,internal_storage_capacity,2.7 GB,,,,,,,,,,,,,,,,,,,,,,,,,Warehouse1,10,0,0,,,concrete,DEFAULT,DE,CHF,43606,48451,,concrete,default,https://images.icecat.biz/img/norm/high/13374503-9343.jpg,https://images.icecat.biz/img/norm/medium/13374503-9343.jpg,en_US,0,product_image_602,
70,070_203704322,,,,,,,,,,,,,,,,,203704322,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-s7275uwnbtu/smartphones-Samsung-Galaxy-Ace-3-GT-S7275-8GB-4G-White-20370432.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace 3,,,,,internal_storage_capacity,2.7 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,DEFAULT,AT,EUR,30334,33705,,,,,,,,,
70,070_203704322,,,,,,,,,,,,,,,,,203704322,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-s7275uwnbtu/smartphones-Samsung-Galaxy-Ace-3-GT-S7275-8GB-4G-White-20370432.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace 3,,,,,internal_storage_capacity,2.7 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,DEFAULT,AT,CHF,34885,38761,,,,,,,,,
70,070_133913222,,,,,,,,,,,,,,,,,133913222,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-s7500ababtu/smartphones-Samsung-Galaxy-Ace-Plus-GT-S7500-2-7GB-Black-13391322.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace Plus,,,,,internal_storage_capacity,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,Warehouse1,10,0,0,,,concrete,DEFAULT,DE,EUR,37418,41575,,concrete,default,https://images.icecat.biz/img/norm/high/13374503-9343.jpg,https://images.icecat.biz/img/norm/medium/13374503-9343.jpg,de_DE,0,product_image_597,
70,070_133913222,,,,,,,,,,,,,,,,,133913222,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-s7500ababtu/smartphones-Samsung-Galaxy-Ace-Plus-GT-S7500-2-7GB-Black-13391322.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace Plus,,,,,internal_storage_capacity,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,Warehouse1,10,0,0,,,concrete,DEFAULT,DE,CHF,43031,47811,,concrete,default,https://images.icecat.biz/img/norm/high/13374503-9343.jpg,https://images.icecat.biz/img/norm/medium/13374503-9343.jpg,en_US,0,product_image_598,
70,070_133913222,,,,,,,,,,,,,,,,,133913222,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-s7500ababtu/smartphones-Samsung-Galaxy-Ace-Plus-GT-S7500-2-7GB-Black-13391322.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace Plus,,,,,internal_storage_capacity,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,DEFAULT,AT,EUR,29934,33260,,,,,,,,,
70,070_133913222,,,,,,,,,,,,,,,,,133913222,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-s7500ababtu/smartphones-Samsung-Galaxy-Ace-Plus-GT-S7500-2-7GB-Black-13391322.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace Plus,,,,,internal_storage_capacity,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete,DEFAULT,AT,CHF,34425,38249,,,,,,,,,
70,070_133745033,,,,,,,,,,,,,,,,,133745033,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-i8160okabtu/smartphones-8806085027312-Samsung-Galaxy-Ace-2-GT-I8160-2-1GB-16M-13374503.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace Plus,,,,,internal_storage_capacity,2.7 GB,,,,,,,,,,,,,,,,,,,,,,,,,Warehouse1,10,0,0,,,concrete,DEFAULT,DE,EUR,10543,11714,,concrete,default,https://images.icecat.biz/img/norm/high/13374503-9343.jpg,https://images.icecat.biz/img/norm/medium/13374503-9343.jpg,de_DE,0,product_image_593,
70,070_133745033,,,,,,,,,,,,,,,,,133745033,,,1,1,concrete,//uk.icecat.biz/en/p/samsung/gt-i8160okabtu/smartphones-8806085027312-Samsung-Galaxy-Ace-2-GT-I8160-2-1GB-16M-13374503.html,"This CSV is part of Open Icecat catalog, version March 2 2016, March 2, 2016 (see //www.icecat.biz), whereby the original XML source was transformed into CSV and product data was completed or optimized, where necessary. (c) Icecat.biz For the full copyright and license information, please view the LICENSE and DISCLAIMER file that was distributed with this source code. Open Icecat and its sponsors are providing you as a user a large quantity of free product data - for more details please view //www.icecat.biz.",Samsung Galaxy Ace,Samsung Galaxy Ace,"Ein Kunstwerk Das 5-Zoll-Display des Liquid Jade ist ein ansprechender Anblick. Die HD-Auflösung in Kombination mit der IPS1-Technologie verleiht Videos, Bildern und Web-Inhalten noch mehr Leben. Außerdem lässt das Zero Air Gap-Design alle Bilder gut aussehen – auch bei Sonnenlicht. Der Name sagt alles: ein Smartphone, das ist so schön ist wie Jade. Dank der 7,5 mm flachen und geschwungenen, ergonomischen Oberflächen liegt das Liquid Jade angenehm in der Hand. Die geschwungene Corning® Gorilla® Glass-Display unterstreicht die robuste und doch ansprechende Bauweise des Liquid Jade.","Ace performance at an accessible price Choose a smartphone that offers great value and outstanding performance. The Samsung Galaxy Ace 2 packs a Dual Core 800MHz processor to handle all your games and applications smoothly and efficiently. You’ll see all your entertainment at its best too, via a spacious 3.8” WVGA display that offers great clarity. 4GB of memory and extended battery power mean that this is one phone that won’t let you down. The Galaxy Ace 2’s elegant and compact design means it will fit perfectly in your pocket, too – as well as fitting in with your style. GALAXY Ace 2 users enjoy unrivalled power and excellent performance thanks to robust dual core 800MHz processor that keeps up with heavy usage and demanding applications. Smart CPU manages power consumption across applications so your phone works efficiently and conserves energy, maximising your phone’s functionalities.",series,Ace Plus,,,,,internal_storage_capacity,2.7 GB,,,,,,,,,,,,,,,,,,,,,,,,,Warehouse1,10,0,0,,,concrete,DEFAULT,DE,CHF,12124,13471,,concrete,default,https://images.icecat.biz/img/norm/high/13374503-9343.jpg,https://images.icecat.biz/img/norm/medium/13374503-9343.jpg,en_US,0,product_image_594,
