abstract_sku,concrete_sku,price_type,value_net,value_gross,currency,store
,6511458792,ORIGINAL,7017,5633,EUR,DE
,4354099616,DEFAULT,7268,7892,EUR,DE
,4354099616,ORIGINAL,7268,7892,EUR,DE
,614507910X,DEFAULT,7522,2349,EUR,DE
,614507910X,ORIGINAL,7522,2349,EUR,DE
,1367991498,DEFAULT,6772,4729,EUR,DE
,1367991498,ORIGINAL,6772,4729,EUR,DE
,2536493709,DEFAULT,3076,5705,EUR,DE
,2536493709,ORIGINAL,3076,5705,EUR,DE
,8183895069,DEFAULT,8727,9182,EUR,DE
,8183895069,ORIGINAL,8727,9182,EUR,DE
,7405930662,DEFAULT,8058,1059,EUR,DE
,7405930662,ORIGINAL,8058,1059,EUR,DE
,2461284377,DEFAULT,2985,4739,EUR,DE
,2461284377,ORIGINAL,2985,4739,EUR,DE
,7241507304,DEFAULT,2143,4183,EUR,DE
,7241507304,ORIGINAL,2143,4183,EUR,DE
,0884756890,DEFAULT,3016,1190,EUR,DE
,0884756890,ORIGINAL,3016,1190,EUR,DE
,8247510359,DEFAULT,8057,6541,EUR,DE
,8247510359,ORIGINAL,8057,6541,EUR,DE
,0716448319,DEFAULT,6528,8638,EUR,DE
,0716448319,ORIGINAL,6528,8638,EUR,DE
,4738877887,DEFAULT,5808,4998,EUR,DE
,4738877887,ORIGINAL,5808,4998,EUR,DE
,8339001310,DEFAULT,2216,8131,EUR,DE
,8339001310,ORIGINAL,2216,8131,EUR,DE
,8166844699,DEFAULT,3397,5949,EUR,DE
,8166844699,ORIGINAL,3397,5949,EUR,DE
,2684439281,DEFAULT,8298,1338,EUR,DE
,2684439281,ORIGINAL,8298,1338,EUR,DE
,0595967825,DEFAULT,3503,4155,EUR,DE
,0595967825,ORIGINAL,3503,4155,EUR,DE
,2412318816,DEFAULT,4403,9425,EUR,DE
,2412318816,ORIGINAL,4403,9425,EUR,DE
,0376052538,DEFAULT,2162,3354,EUR,DE
,0376052538,ORIGINAL,2162,3354,EUR,DE
,4597994335,DEFAULT,5377,5067,EUR,DE
,4597994335,ORIGINAL,5377,5067,EUR,DE
,834203092X,DEFAULT,9626,9794,EUR,DE
,834203092X,ORIGINAL,9626,9794,EUR,DE
,2676930907,DEFAULT,7674,9064,EUR,DE
,2676930907,ORIGINAL,7674,9064,EUR,DE
,4565249324,DEFAULT,4389,3099,EUR,DE
,4565249324,ORIGINAL,4389,3099,EUR,DE
,1569091846,DEFAULT,2734,2153,EUR,DE
,1569091846,ORIGINAL,2734,2153,EUR,DE
,4744814859,DEFAULT,3739,9510,EUR,DE
,4744814859,ORIGINAL,3739,9510,EUR,DE
,1529087295,DEFAULT,7602,4008,EUR,DE
,1529087295,ORIGINAL,7602,4008,EUR,DE
,8832747715,DEFAULT,8476,3793,EUR,DE
,8832747715,ORIGINAL,8476,3793,EUR,DE
,8524078936,DEFAULT,3318,4218,EUR,DE
,8524078936,ORIGINAL,3318,4218,EUR,DE
,242810960X,DEFAULT,7631,1456,EUR,DE
,242810960X,ORIGINAL,7631,1456,EUR,DE
,6309110551,DEFAULT,7062,6600,EUR,DE
,6309110551,ORIGINAL,7062,6600,EUR,DE
,975339540X,DEFAULT,3101,4347,EUR,DE
,975339540X,ORIGINAL,3101,4347,EUR,DE
,6127166470,DEFAULT,5861,2073,EUR,DE
,6127166470,ORIGINAL,5861,2073,EUR,DE
,2917807466,DEFAULT,1577,6113,EUR,DE
,2917807466,ORIGINAL,1577,6113,EUR,DE
,8961149199,DEFAULT,9631,4016,EUR,DE
,8961149199,ORIGINAL,9631,4016,EUR,DE
,1628344059,DEFAULT,6659,6650,EUR,DE
,1628344059,ORIGINAL,6659,6650,EUR,DE
,7952748092,DEFAULT,8477,4559,EUR,DE
,7952748092,ORIGINAL,8477,4559,EUR,DE
,095905149X,DEFAULT,1894,2275,EUR,DE
,095905149X,ORIGINAL,1894,2275,EUR,DE
,1211539652,DEFAULT,4167,8526,EUR,DE
,1211539652,ORIGINAL,4167,8526,EUR,DE
,0730523942,DEFAULT,7801,6470,EUR,DE
,0730523942,ORIGINAL,7801,6470,EUR,DE
,7283837515,DEFAULT,3775,1627,EUR,DE
,7283837515,ORIGINAL,3775,1627,EUR,DE
,0360266657,DEFAULT,2702,8874,EUR,DE
,0360266657,ORIGINAL,2702,8874,EUR,DE
,4525938390,DEFAULT,7881,4897,EUR,DE
,4525938390,ORIGINAL,7881,4897,EUR,DE
,1751867900,DEFAULT,6331,4840,EUR,DE
,1751867900,ORIGINAL,6331,4840,EUR,DE
,3486912224,DEFAULT,2516,1499,EUR,DE
,3486912224,ORIGINAL,2516,1499,EUR,DE
,1703157249,DEFAULT,8836,2431,EUR,DE
,1703157249,ORIGINAL,8836,2431,EUR,DE
,502496148X,DEFAULT,9776,5212,EUR,DE
,502496148X,ORIGINAL,9776,5212,EUR,DE
,6394039500,DEFAULT,8982,1641,EUR,DE
,6394039500,ORIGINAL,8982,1641,EUR,DE
,086901983X,DEFAULT,7572,7980,EUR,DE
,086901983X,ORIGINAL,7572,7980,EUR,DE
,5125962392,DEFAULT,6348,6966,EUR,DE
,5125962392,ORIGINAL,6348,6966,EUR,DE
,3084732698,DEFAULT,7107,3327,EUR,DE
,3084732698,ORIGINAL,7107,3327,EUR,DE
,6204983164,DEFAULT,3248,6821,EUR,DE
,6204983164,ORIGINAL,3248,6821,EUR,DE
,0216778816,DEFAULT,1330,3042,EUR,DE
,0216778816,ORIGINAL,1330,3042,EUR,DE
,433988037X,DEFAULT,5698,6350,EUR,DE
,433988037X,ORIGINAL,5698,6350,EUR,DE
,6196130463,DEFAULT,6823,8343,EUR,DE
,6196130463,ORIGINAL,6823,8343,EUR,DE
,7306587854,DEFAULT,3808,6435,EUR,DE
,7306587854,ORIGINAL,3808,6435,EUR,DE
,8046920738,DEFAULT,7946,3651,EUR,DE
,8046920738,ORIGINAL,7946,3651,EUR,DE
,9963362516,DEFAULT,8512,9532,EUR,DE
,9963362516,ORIGINAL,8512,9532,EUR,DE
,8444800856,DEFAULT,9017,6288,EUR,DE
,8444800856,ORIGINAL,9017,6288,EUR,DE
,4549293810,DEFAULT,7425,4076,EUR,DE
,4549293810,ORIGINAL,7425,4076,EUR,DE
,1167272218,DEFAULT,7026,2894,EUR,DE
,1167272218,ORIGINAL,7026,2894,EUR,DE
,5201992692,DEFAULT,2373,7139,EUR,DE
,5201992692,ORIGINAL,2373,7139,EUR,DE
,2569388467,DEFAULT,4480,4011,EUR,DE
,2569388467,ORIGINAL,4480,4011,EUR,DE
,4015630610,DEFAULT,3620,8816,EUR,DE
,4015630610,ORIGINAL,3620,8816,EUR,DE
,5752591589,DEFAULT,2994,1619,EUR,DE
,5752591589,ORIGINAL,2994,1619,EUR,DE
,0549784837,DEFAULT,5121,8735,EUR,DE
,0549784837,ORIGINAL,5121,8735,EUR,DE
,0718849167,DEFAULT,7828,9476,EUR,DE
,0718849167,ORIGINAL,7828,9476,EUR,DE
,9358573201,DEFAULT,2188,5887,EUR,DE
,9358573201,ORIGINAL,2188,5887,EUR,DE
,0539155101,DEFAULT,7298,8970,EUR,DE
,0539155101,ORIGINAL,7298,8970,EUR,DE
,3521681580,DEFAULT,9372,2461,EUR,DE
,3521681580,ORIGINAL,9372,2461,EUR,DE
,1952231205,DEFAULT,1537,6731,EUR,DE
,1952231205,ORIGINAL,1537,6731,EUR,DE
,5738054083,DEFAULT,8968,2503,EUR,DE
,5738054083,ORIGINAL,8968,2503,EUR,DE
,7384065526,DEFAULT,1689,6294,EUR,DE
,7384065526,ORIGINAL,1689,6294,EUR,DE
,1273961315,DEFAULT,3757,5517,EUR,DE
,1273961315,ORIGINAL,3757,5517,EUR,DE
,3177494444,DEFAULT,6895,7538,EUR,DE
,3177494444,ORIGINAL,6895,7538,EUR,DE
,7422056010,DEFAULT,1753,8693,EUR,DE
,7422056010,ORIGINAL,1753,8693,EUR,DE
,682192886X,DEFAULT,6885,7712,EUR,DE
,682192886X,ORIGINAL,6885,7712,EUR,DE
,2578727430,DEFAULT,2366,8576,EUR,DE
,2578727430,ORIGINAL,2366,8576,EUR,DE
,368341586X,DEFAULT,6118,4828,EUR,DE
,368341586X,ORIGINAL,6118,4828,EUR,DE
,0355212250,DEFAULT,4741,4932,EUR,DE
,0355212250,ORIGINAL,4741,4932,EUR,DE
,2879518164,DEFAULT,9389,8651,EUR,DE
,2879518164,ORIGINAL,9389,8651,EUR,DE
,2641110962,DEFAULT,1747,1468,EUR,DE
,2641110962,ORIGINAL,1747,1468,EUR,DE
,291606558X,DEFAULT,5793,1626,EUR,DE
,291606558X,ORIGINAL,5793,1626,EUR,DE
,8926406490,DEFAULT,5938,9746,EUR,DE
,8926406490,ORIGINAL,5938,9746,EUR,DE
,3054542408,DEFAULT,1508,5401,EUR,DE
,3054542408,ORIGINAL,1508,5401,EUR,DE
,0377986666,DEFAULT,7011,6589,EUR,DE
,0377986666,ORIGINAL,7011,6589,EUR,DE
,3760317006,DEFAULT,5571,8657,EUR,DE
,3760317006,ORIGINAL,5571,8657,EUR,DE
,4016547539,DEFAULT,8246,2815,EUR,DE
,4016547539,ORIGINAL,8246,2815,EUR,DE
,2199433625,DEFAULT,6050,7152,EUR,DE
,2199433625,ORIGINAL,6050,7152,EUR,DE
,3653892791,DEFAULT,4584,1375,EUR,DE
,3653892791,ORIGINAL,4584,1375,EUR,DE
,9766159777,DEFAULT,2647,1873,EUR,DE
,9766159777,ORIGINAL,2647,1873,EUR,DE
,7502452249,DEFAULT,2313,1852,EUR,DE
,7502452249,ORIGINAL,2313,1852,EUR,DE
,3101857406,DEFAULT,1398,8267,EUR,DE
,3101857406,ORIGINAL,1398,8267,EUR,DE
,2551142105,DEFAULT,7496,9487,EUR,DE
,2551142105,ORIGINAL,7496,9487,EUR,DE
,7652106028,DEFAULT,1090,4327,EUR,DE
,7652106028,ORIGINAL,1090,4327,EUR,DE
,515375667X,DEFAULT,9185,8991,EUR,DE
,515375667X,ORIGINAL,9185,8991,EUR,DE
,8342512258,DEFAULT,7200,2897,EUR,DE
,8342512258,ORIGINAL,7200,2897,EUR,DE
,3695376805,DEFAULT,9649,5640,EUR,DE
,3695376805,ORIGINAL,9649,5640,EUR,DE
,3230144163,DEFAULT,7887,5753,EUR,DE
,3230144163,ORIGINAL,7887,5753,EUR,DE
,288731324X,DEFAULT,9687,2947,EUR,DE
,288731324X,ORIGINAL,9687,2947,EUR,DE
,3832272232,DEFAULT,2238,9366,EUR,DE
,3832272232,ORIGINAL,2238,9366,EUR,DE
,1566683432,DEFAULT,8355,8884,EUR,DE
,1566683432,ORIGINAL,8355,8884,EUR,DE
,6954263168,DEFAULT,6508,4094,EUR,DE
,6954263168,ORIGINAL,6508,4094,EUR,DE
,3766794930,DEFAULT,2314,8263,EUR,DE
,3766794930,ORIGINAL,2314,8263,EUR,DE
,1859253369,DEFAULT,6303,5295,EUR,DE
,1859253369,ORIGINAL,6303,5295,EUR,DE
,1794521801,DEFAULT,7819,4546,EUR,DE
,1794521801,ORIGINAL,7819,4546,EUR,DE
,3604518407,DEFAULT,1204,7429,EUR,DE
,3604518407,ORIGINAL,1204,7429,EUR,DE
,7956834449,DEFAULT,5041,4453,EUR,DE
,7956834449,ORIGINAL,5041,4453,EUR,DE
,7730637782,DEFAULT,1947,6788,EUR,DE
,7730637782,ORIGINAL,1947,6788,EUR,DE
,4994521492,DEFAULT,1418,7768,EUR,DE
,4994521492,ORIGINAL,1418,7768,EUR,DE
,1102992321,DEFAULT,9543,7029,EUR,DE
,1102992321,ORIGINAL,9543,7029,EUR,DE
,8831498177,DEFAULT,7159,7122,EUR,DE
,8831498177,ORIGINAL,7159,7122,EUR,DE
,2396369903,DEFAULT,5730,4418,EUR,DE
,2396369903,ORIGINAL,5730,4418,EUR,DE
,1409041344,DEFAULT,2948,7991,EUR,DE
,1409041344,ORIGINAL,2948,7991,EUR,DE
,1187086460,DEFAULT,5035,5153,EUR,DE
,1187086460,ORIGINAL,5035,5153,EUR,DE
,2155541481,DEFAULT,1067,8807,EUR,DE
,2155541481,ORIGINAL,1067,8807,EUR,DE
,1511461985,DEFAULT,4178,8222,EUR,DE
,1511461985,ORIGINAL,4178,8222,EUR,DE
,8083923788,DEFAULT,4000,1492,EUR,DE
,8083923788,ORIGINAL,4000,1492,EUR,DE
,8528821366,DEFAULT,1131,6558,EUR,DE
,8528821366,ORIGINAL,1131,6558,EUR,DE
,8007409602,DEFAULT,5343,4926,EUR,DE
,8007409602,ORIGINAL,5343,4926,EUR,DE
,1588780384,DEFAULT,5807,2469,EUR,DE
,1588780384,ORIGINAL,5807,2469,EUR,DE
,3617802966,DEFAULT,5407,8937,EUR,DE
,3617802966,ORIGINAL,5407,8937,EUR,DE
,1034374915,DEFAULT,2697,6728,EUR,DE
,1034374915,ORIGINAL,2697,6728,EUR,DE
,3028012545,DEFAULT,4957,5270,EUR,DE
,3028012545,ORIGINAL,4957,5270,EUR,DE
,2891401174,DEFAULT,4339,1565,EUR,DE
,2891401174,ORIGINAL,4339,1565,EUR,DE
,1259594807,DEFAULT,8810,5371,EUR,DE
,1259594807,ORIGINAL,8810,5371,EUR,DE
,4226565827,DEFAULT,5498,9485,EUR,DE
,4226565827,ORIGINAL,5498,9485,EUR,DE
,6763237898,DEFAULT,7060,1342,EUR,DE
,6763237898,ORIGINAL,7060,1342,EUR,DE
,2649714379,DEFAULT,6378,5639,EUR,DE
,2649714379,ORIGINAL,6378,5639,EUR,DE
,793539248X,DEFAULT,8762,9832,EUR,DE
,793539248X,ORIGINAL,8762,9832,EUR,DE
,0063894602,DEFAULT,9403,7371,EUR,DE
,0063894602,ORIGINAL,9403,7371,EUR,DE
,1547062134,DEFAULT,6858,3693,EUR,DE
,1547062134,ORIGINAL,6858,3693,EUR,DE
,916479668X,DEFAULT,8157,1965,EUR,DE
,916479668X,ORIGINAL,8157,1965,EUR,DE
,9521627743,DEFAULT,6339,9574,EUR,DE
,9521627743,ORIGINAL,6339,9574,EUR,DE
,6819883994,DEFAULT,6067,4227,EUR,DE
,6819883994,ORIGINAL,6067,4227,EUR,DE
,4780995760,DEFAULT,3363,8232,EUR,DE
,4780995760,ORIGINAL,3363,8232,EUR,DE
,6796729617,DEFAULT,2509,7588,EUR,DE
,6796729617,ORIGINAL,2509,7588,EUR,DE
,7428032296,DEFAULT,7421,1234,EUR,DE
,7428032296,ORIGINAL,7421,1234,EUR,DE
,2424153043,DEFAULT,4736,5565,EUR,DE
,2424153043,ORIGINAL,4736,5565,EUR,DE
,0352548576,DEFAULT,5617,1084,EUR,DE
,0352548576,ORIGINAL,5617,1084,EUR,DE
,9936156919,DEFAULT,5313,3994,EUR,DE
,9936156919,ORIGINAL,5313,3994,EUR,DE
,6938851921,DEFAULT,1043,1712,EUR,DE
,6938851921,ORIGINAL,1043,1712,EUR,DE
,6712038448,DEFAULT,3190,6095,EUR,DE
,6712038448,ORIGINAL,3190,6095,EUR,DE
,5447445361,DEFAULT,7475,2726,EUR,DE
,5447445361,ORIGINAL,7475,2726,EUR,DE
,1859340571,DEFAULT,1366,6808,EUR,DE
,1859340571,ORIGINAL,1366,6808,EUR,DE
,4233633204,DEFAULT,1803,2917,EUR,DE
,4233633204,ORIGINAL,1803,2917,EUR,DE
,0807040916,DEFAULT,6189,4994,EUR,DE
,0807040916,ORIGINAL,6189,4994,EUR,DE
,1181324858,DEFAULT,5943,3793,EUR,DE
,1181324858,ORIGINAL,5943,3793,EUR,DE
,7367803077,DEFAULT,8272,7332,EUR,DE
,7367803077,ORIGINAL,8272,7332,EUR,DE
,1219383198,DEFAULT,3551,9120,EUR,DE
,1219383198,ORIGINAL,3551,9120,EUR,DE
,1677254475,DEFAULT,9005,2913,EUR,DE
,1677254475,ORIGINAL,9005,2913,EUR,DE
,569247154X,DEFAULT,9420,2825,EUR,DE
,569247154X,ORIGINAL,9420,2825,EUR,DE
,071503314X,DEFAULT,6820,3311,EUR,DE
,071503314X,ORIGINAL,6820,3311,EUR,DE
,3369691213,DEFAULT,1181,5709,EUR,DE
,3369691213,ORIGINAL,1181,5709,EUR,DE
,799045923X,DEFAULT,9374,4335,EUR,DE
,799045923X,ORIGINAL,9374,4335,EUR,DE
,3029663183,DEFAULT,2290,9089,EUR,DE
,3029663183,ORIGINAL,2290,9089,EUR,DE
,8424284631,DEFAULT,7346,9696,EUR,DE
,8424284631,ORIGINAL,7346,9696,EUR,DE
,1244491519,DEFAULT,8078,6007,EUR,DE
,1244491519,ORIGINAL,8078,6007,EUR,DE
,2029009237,DEFAULT,2500,7597,EUR,DE
,2029009237,ORIGINAL,2500,7597,EUR,DE
,093485565X,DEFAULT,2716,9750,EUR,DE
,093485565X,ORIGINAL,2716,9750,EUR,DE
,3567682687,DEFAULT,9626,8199,EUR,DE
,3567682687,ORIGINAL,9626,8199,EUR,DE
,4734760292,DEFAULT,3251,9156,EUR,DE
,4734760292,ORIGINAL,3251,9156,EUR,DE
,2495277578,DEFAULT,3150,4133,EUR,DE
,2495277578,ORIGINAL,3150,4133,EUR,DE
,4575621420,DEFAULT,4909,6479,EUR,DE
,4575621420,ORIGINAL,4909,6479,EUR,DE
,2080012207,DEFAULT,7582,4293,EUR,DE
,2080012207,ORIGINAL,7582,4293,EUR,DE
,1265505748,DEFAULT,1365,3383,EUR,DE
,1265505748,ORIGINAL,1365,3383,EUR,DE
,7553383406,DEFAULT,6496,6135,EUR,DE
,7553383406,ORIGINAL,6496,6135,EUR,DE
,5455337750,DEFAULT,8156,2642,EUR,DE
,5455337750,ORIGINAL,8156,2642,EUR,DE
,3505169242,DEFAULT,5895,3031,EUR,DE
,3505169242,ORIGINAL,5895,3031,EUR,DE
,3759514421,DEFAULT,6044,5009,EUR,DE
,3759514421,ORIGINAL,6044,5009,EUR,DE
,7684867040,DEFAULT,3006,6861,EUR,DE
,7684867040,ORIGINAL,3006,6861,EUR,DE
,0745758673,DEFAULT,8845,1756,EUR,DE
,0745758673,ORIGINAL,8845,1756,EUR,DE
,5441997796,DEFAULT,8595,8676,EUR,DE
,5441997796,ORIGINAL,8595,8676,EUR,DE
,5162284238,DEFAULT,6349,4455,EUR,DE
,5162284238,ORIGINAL,6349,4455,EUR,DE
,263736372X,DEFAULT,2553,6053,EUR,DE
,263736372X,ORIGINAL,2553,6053,EUR,DE
,417970952X,DEFAULT,4795,7441,EUR,DE
,417970952X,ORIGINAL,4795,7441,EUR,DE
,2010561406,DEFAULT,3477,8712,EUR,DE
,2010561406,ORIGINAL,3477,8712,EUR,DE
,0559267797,DEFAULT,9162,4013,EUR,DE
,0559267797,ORIGINAL,9162,4013,EUR,DE
,3738033971,DEFAULT,9085,4797,EUR,DE
,3738033971,ORIGINAL,9085,4797,EUR,DE
,8341662159,DEFAULT,9497,6716,EUR,DE
,8341662159,ORIGINAL,9497,6716,EUR,DE
,0286922614,DEFAULT,2651,9479,EUR,DE
,0286922614,ORIGINAL,2651,9479,EUR,DE
,8748887722,DEFAULT,7624,9542,EUR,DE
,8748887722,ORIGINAL,7624,9542,EUR,DE
,0825185688,DEFAULT,5858,4657,EUR,DE
,0825185688,ORIGINAL,5858,4657,EUR,DE
,0165456876,DEFAULT,8781,2777,EUR,DE
,0165456876,ORIGINAL,8781,2777,EUR,DE
,0094080763,DEFAULT,9927,6505,EUR,DE
,0094080763,ORIGINAL,9927,6505,EUR,DE
,7568612252,DEFAULT,7423,1310,EUR,DE
,7568612252,ORIGINAL,7423,1310,EUR,DE
,2946423204,DEFAULT,9868,4327,EUR,DE
,2946423204,ORIGINAL,9868,4327,EUR,DE
,4658894750,DEFAULT,4807,6587,EUR,DE
,4658894750,ORIGINAL,4807,6587,EUR,DE
,265426081X,DEFAULT,2451,2196,EUR,DE
,265426081X,ORIGINAL,2451,2196,EUR,DE
,9986150221,DEFAULT,7692,3927,EUR,DE
,9986150221,ORIGINAL,7692,3927,EUR,DE
,8937854392,DEFAULT,5824,5635,EUR,DE
,8937854392,ORIGINAL,5824,5635,EUR,DE
,3463109026,DEFAULT,9380,4503,EUR,DE
,3463109026,ORIGINAL,9380,4503,EUR,DE
,1380357020,DEFAULT,4318,8257,EUR,DE
,1380357020,ORIGINAL,4318,8257,EUR,DE
,4918882374,DEFAULT,3640,7728,EUR,DE
,4918882374,ORIGINAL,3640,7728,EUR,DE
,7930661245,DEFAULT,5169,7475,EUR,DE
,7930661245,ORIGINAL,5169,7475,EUR,DE
,1297852796,DEFAULT,7619,2874,EUR,DE
,1297852796,ORIGINAL,7619,2874,EUR,DE
,728603135X,DEFAULT,7649,9506,EUR,DE
,728603135X,ORIGINAL,7649,9506,EUR,DE
,4707581021,DEFAULT,8915,2758,EUR,DE
,4707581021,ORIGINAL,8915,2758,EUR,DE
,0435106325,DEFAULT,2230,5898,EUR,DE
,0435106325,ORIGINAL,2230,5898,EUR,DE
,7815078664,DEFAULT,9219,3118,EUR,DE
,7815078664,ORIGINAL,9219,3118,EUR,DE
,4878987111,DEFAULT,5641,6451,EUR,DE
,4878987111,ORIGINAL,5641,6451,EUR,DE
,0765231743,DEFAULT,1420,5418,EUR,DE
,0765231743,ORIGINAL,1420,5418,EUR,DE
,7263423111,DEFAULT,5888,4330,EUR,DE
,7263423111,ORIGINAL,5888,4330,EUR,DE
,3098589159,DEFAULT,3116,6466,EUR,DE
,3098589159,ORIGINAL,3116,6466,EUR,DE
,8915094700,DEFAULT,6088,5561,EUR,DE
,8915094700,ORIGINAL,6088,5561,EUR,DE
,7754086549,DEFAULT,6971,1140,EUR,DE
,7754086549,ORIGINAL,6971,1140,EUR,DE
,1592410197,DEFAULT,4683,8395,EUR,DE
,1592410197,ORIGINAL,4683,8395,EUR,DE
,7702964367,DEFAULT,7189,9175,EUR,DE
,7702964367,ORIGINAL,7189,9175,EUR,DE
,5256262262,DEFAULT,5127,9207,EUR,DE
,5256262262,ORIGINAL,5127,9207,EUR,DE
,5918571221,DEFAULT,3288,4402,EUR,DE
,5918571221,ORIGINAL,3288,4402,EUR,DE
,1797260197,DEFAULT,5760,7014,EUR,DE
,1797260197,ORIGINAL,5760,7014,EUR,DE
,7495526084,DEFAULT,4826,9734,EUR,DE
,7495526084,ORIGINAL,4826,9734,EUR,DE
,6088894512,DEFAULT,4349,1520,EUR,DE
,6088894512,ORIGINAL,4349,1520,EUR,DE
,0009440941,DEFAULT,4351,6384,EUR,DE
,0009440941,ORIGINAL,4351,6384,EUR,DE
,6900888364,DEFAULT,5719,9739,EUR,DE
,6900888364,ORIGINAL,5719,9739,EUR,DE
,080165758X,DEFAULT,3887,5682,EUR,DE
,080165758X,ORIGINAL,3887,5682,EUR,DE
,9967466049,DEFAULT,3330,3663,EUR,DE
,9967466049,ORIGINAL,3330,3663,EUR,DE
,518090207X,DEFAULT,9849,5042,EUR,DE
,518090207X,ORIGINAL,9849,5042,EUR,DE
,0295994517,DEFAULT,1180,8111,EUR,DE
,0295994517,ORIGINAL,1180,8111,EUR,DE
,0238230953,DEFAULT,2729,8114,EUR,DE
,0238230953,ORIGINAL,2729,8114,EUR,DE
,321891034X,DEFAULT,2441,8055,EUR,DE
,321891034X,ORIGINAL,2441,8055,EUR,DE
,4596666377,DEFAULT,9410,1442,EUR,DE
,4596666377,ORIGINAL,9410,1442,EUR,DE
,2653183285,DEFAULT,5003,3244,EUR,DE
,2653183285,ORIGINAL,5003,3244,EUR,DE
,6340516602,DEFAULT,1702,2909,EUR,DE
,6340516602,ORIGINAL,1702,2909,EUR,DE
,9464969296,DEFAULT,6420,1087,EUR,DE
,9464969296,ORIGINAL,6420,1087,EUR,DE
,5874964223,DEFAULT,4689,4010,EUR,DE
,5874964223,ORIGINAL,4689,4010,EUR,DE
,3564796444,DEFAULT,2315,4493,EUR,DE
,3564796444,ORIGINAL,2315,4493,EUR,DE
,6547958191,DEFAULT,5584,8101,EUR,DE
,6547958191,ORIGINAL,5584,8101,EUR,DE
,865840126X,DEFAULT,4090,6051,EUR,DE
,865840126X,ORIGINAL,4090,6051,EUR,DE
,8598504432,DEFAULT,2447,9590,EUR,DE
,8598504432,ORIGINAL,2447,9590,EUR,DE
,6004136123,DEFAULT,6295,2498,EUR,DE
,6004136123,ORIGINAL,6295,2498,EUR,DE
,1680812645,DEFAULT,5930,9604,EUR,DE
,1680812645,ORIGINAL,5930,9604,EUR,DE
,6031263882,DEFAULT,5283,9997,EUR,DE
,6031263882,ORIGINAL,5283,9997,EUR,DE
,3050027975,DEFAULT,2363,2141,EUR,DE
,3050027975,ORIGINAL,2363,2141,EUR,DE
,2388373379,DEFAULT,6896,6534,EUR,DE
,2388373379,ORIGINAL,6896,6534,EUR,DE
,8413983568,DEFAULT,7434,5053,EUR,DE
,8413983568,ORIGINAL,7434,5053,EUR,DE
,1566810302,DEFAULT,1468,2599,EUR,DE
,1566810302,ORIGINAL,1468,2599,EUR,DE
,6307677163,DEFAULT,3816,3079,EUR,DE
,6307677163,ORIGINAL,3816,3079,EUR,DE
,2860618163,DEFAULT,4050,1330,EUR,DE
,2860618163,ORIGINAL,4050,1330,EUR,DE
,251973910X,DEFAULT,4482,4381,EUR,DE
,251973910X,ORIGINAL,4482,4381,EUR,DE
,0440832969,DEFAULT,3449,9711,EUR,DE
,0440832969,ORIGINAL,3449,9711,EUR,DE
,6283546056,DEFAULT,2730,8215,EUR,DE
,6283546056,ORIGINAL,2730,8215,EUR,DE
,2128376033,DEFAULT,8240,9784,EUR,DE
,2128376033,ORIGINAL,8240,9784,EUR,DE
,6351459915,DEFAULT,8508,5731,EUR,DE
,6351459915,ORIGINAL,8508,5731,EUR,DE
,4266935811,DEFAULT,5233,2928,EUR,DE
,4266935811,ORIGINAL,5233,2928,EUR,DE
,7210680977,DEFAULT,8526,6506,EUR,DE
,7210680977,ORIGINAL,8526,6506,EUR,DE
,3040116053,DEFAULT,9757,1836,EUR,DE
,3040116053,ORIGINAL,9757,1836,EUR,DE
,7469660534,DEFAULT,9952,1156,EUR,DE
,7469660534,ORIGINAL,9952,1156,EUR,DE
,6562449790,DEFAULT,3970,4401,EUR,DE
,6562449790,ORIGINAL,3970,4401,EUR,DE
,7117480408,DEFAULT,4477,9133,EUR,DE
,7117480408,ORIGINAL,4477,9133,EUR,DE
,0437682404,DEFAULT,5800,2284,EUR,DE
,0437682404,ORIGINAL,5800,2284,EUR,DE
,4530121445,DEFAULT,6069,3885,EUR,DE
,4530121445,ORIGINAL,6069,3885,EUR,DE
,8956218021,DEFAULT,9491,2618,EUR,DE
,8956218021,ORIGINAL,9491,2618,EUR,DE
,2705869700,DEFAULT,5229,7899,EUR,DE
,2705869700,ORIGINAL,5229,7899,EUR,DE
,2381217177,DEFAULT,3229,1233,EUR,DE
,2381217177,ORIGINAL,3229,1233,EUR,DE
,9961849892,DEFAULT,3286,9574,EUR,DE
,9961849892,ORIGINAL,3286,9574,EUR,DE
,0844451533,DEFAULT,6357,7863,EUR,DE
,0844451533,ORIGINAL,6357,7863,EUR,DE
,4480685715,DEFAULT,7222,3204,EUR,DE
,4480685715,ORIGINAL,7222,3204,EUR,DE
,0963738917,DEFAULT,6186,9053,EUR,DE
,0963738917,ORIGINAL,6186,9053,EUR,DE
,5294730294,DEFAULT,2310,6922,EUR,DE
,5294730294,ORIGINAL,2310,6922,EUR,DE
,5899609915,DEFAULT,9547,8068,EUR,DE
,5899609915,ORIGINAL,9547,8068,EUR,DE
,8533938675,DEFAULT,6118,1489,EUR,DE
,8533938675,ORIGINAL,6118,1489,EUR,DE
,4525762772,DEFAULT,1938,1846,EUR,DE
,4525762772,ORIGINAL,1938,1846,EUR,DE
,1051762987,DEFAULT,6801,8394,EUR,DE
,1051762987,ORIGINAL,6801,8394,EUR,DE
,7265089324,DEFAULT,1723,7025,EUR,DE
,7265089324,ORIGINAL,1723,7025,EUR,DE
